Year,Date,Time,Round,Stadium,City,Country,HomeTeam,HomeGoals,AwayGoals,AwayTeam,Observation
2006,12.jun.06,21:00,Group_E,FIFA_World_Cup_Stadium__Hanover,Hanover,Germany,Italy,2,0,Ghana,
2006,13.jun.06,15:00,Group_G,FIFA_World_Cup_Stadium__Frankfurt,Frankfurt/Main,Germany,Korea_Republic,2,1,Togo,
2006,13.jun.06,18:00,Group_G,Gottlieb-Daimler-Stadion,Stuttgart,Germany,France,0,0,Switzerland,
2006,13.jun.06,21:00,Group_F,Olympiastadion,Berlin,Germany,Brazil,1,0,Croatia,
2006,14.jun.06,15:00,Group_H,Zentralstadion,Leipzig,Germany,Spain,4,0,Ukraine,
2006,14.jun.06,18:00,Group_H,FIFA_World_Cup_Stadium__Munich,Munich,Germany,Tunisia,2,2,Saudi_Arabia,
2006,14.jun.06,21:00,Group_A,FIFA_World_Cup_Stadium__Dortmund,Dortmund,Germany,Germany,1,0,Poland,
2006,15.jun.06,15:00,Group_A,FIFA_World_Cup_Stadium__Hamburg,Hamburg,Germany,Ecuador,3,0,Costa_Rica,
2006,15.jun.06,18:00,Group_B,Franken-Stadion,Nuremberg,Germany,England,2,0,Trinidad_and_Tobago,
2006,15.jun.06,21:00,Group_B,Olympiastadion,Berlin,Germany,Sweden,1,0,Paraguay,
2006,16.jun.06,15:00,Group_C,FIFA_World_Cup_Stadium__Gelsenkirchen,Gelsenkirchen,Germany,Argentina,6,0,Serbia_and_Montenegro,
2006,16.jun.06,18:00,Group_C,Gottlieb-Daimler-Stadion,Stuttgart,Germany,Netherlands,2,1,C???te_d'Ivoire,
2006,16.jun.06,21:00,Group_D,FIFA_World_Cup_Stadium__Hanover,Hanover,Germany,Mexico,0,0,Angola,
2006,17.jun.06,15:00,Group_D,FIFA_World_Cup_Stadium__Frankfurt,Frankfurt/Main,Germany,Portugal,2,0,IR_Iran,
2006,17.jun.06,18:00,Group_E,FIFA_World_Cup_Stadium__Cologne,Cologne,Germany,Czech_Republic,0,2,Ghana,
2006,17.jun.06,21:00,Group_E,Fritz-Walter-Stadion,Kaiserslautern,Germany,Italy,1,1,USA,
2006,18.jun.06,15:00,Group_F,Franken-Stadion,Nuremberg,Germany,Japan,0,0,Croatia,
2006,18.jun.06,18:00,Group_F,FIFA_World_Cup_Stadium__Munich,Munich,Germany,Brazil,2,0,Australia,
2006,18.jun.06,21:00,Group_G,Zentralstadion,Leipzig,Germany,France,1,1,Korea_Republic,
2006,19.jun.06,15:00,Group_G,FIFA_World_Cup_Stadium__Dortmund,Dortmund,Germany,Togo,0,2,Switzerland,
2006,19.jun.06,18:00,Group_H,FIFA_World_Cup_Stadium__Hamburg,Hamburg,Germany,Saudi_Arabia,0,4,Ukraine,
2006,19.jun.06,21:00,Group_H,Gottlieb-Daimler-Stadion,Stuttgart,Germany,Spain,3,1,Tunisia,
2006,20.jun.06,16:00,Group_A,Olympiastadion,Berlin,Germany,Ecuador,0,3,Germany,
2006,20.jun.06,16:00,Group_A,FIFA_World_Cup_Stadium__Hanover,Hanover,Germany,Costa_Rica,1,2,Poland,
2006,20.jun.06,21:00,Group_B,FIFA_World_Cup_Stadium__Cologne,Cologne,Germany,Sweden,2,2,England,
2006,20.jun.06,21:00,Group_B,Fritz-Walter-Stadion,Kaiserslautern,Germany,Paraguay,2,0,Trinidad_and_Tobago,
2006,21.jun.06,16:00,Group_D,Zentralstadion,Leipzig,Germany,Iran,1,1,Angola,
2006,21.jun.06,16:00,Group_D,FIFA_World_Cup_Stadium__Gelsenkirchen,Gelsenkirchen,Germany,Portugal,2,1,Mexico,
2006,21.jun.06,21:00,Group_C,FIFA_World_Cup_Stadium__Frankfurt,Frankfurt/Main,Germany,Netherlands,0,0,Argentina,
2006,21.jun.06,21:00,Group_C,FIFA_World_Cup_Stadium__Munich,Munich,Germany,C???te_d'Ivoire,3,2,Serbia_and_Montenegro,
2006,22.jun.06,16:00,Group_E,FIFA_World_Cup_Stadium__Hamburg,Hamburg,Germany,Czech_Republic,0,2,Italy,
2006,22.jun.06,16:00,Group_E,Franken-Stadion,Nuremberg,Germany,Ghana,2,1,USA,
2006,22.jun.06,21:00,Group_F,FIFA_World_Cup_Stadium__Dortmund,Dortmund,Germany,Japan,1,4,Brazil,
2006,22.jun.06,21:00,Group_F,Gottlieb-Daimler-Stadion,Stuttgart,Germany,Croatia,2,2,Australia,
2006,23.jun.06,16:00,Group_H,Olympiastadion,Berlin,Germany,Ukraine,1,0,Tunisia,
2006,23.jun.06,16:00,Group_H,Fritz-Walter-Stadion,Kaiserslautern,Germany,Saudi_Arabia,0,1,Spain,
2006,23.jun.06,21:00,Group_G,FIFA_World_Cup_Stadium__Cologne,Cologne,Germany,Togo,0,2,France,
2006,23.jun.06,21:00,Group_G,FIFA_World_Cup_Stadium__Hanover,Hanover,Germany,Switzerland,2,0,Korea_Republic,
2006,24.jun.06,17:00,Round_of_16,FIFA_World_Cup_Stadium__Munich,Munich,Germany,Germany,2,0,Sweden,
2006,24.jun.06,21:00,Round_of_16,Zentralstadion,Leipzig,Germany,Argentina,2,1,Mexico,Argentina_win_after_extra_time_
2006,25.jun.06,17:00,Round_of_16,Gottlieb-Daimler-Stadion,Stuttgart,Germany,England,1,0,Ecuador,
2006,25.jun.06,21:00,Round_of_16,Franken-Stadion,Nuremberg,Germany,Portugal,1,0,Netherlands,
2006,26.jun.06,17:00,Round_of_16,Fritz-Walter-Stadion,Kaiserslautern,Germany,Italy,1,0,Australia,
2006,26.jun.06,21:00,Round_of_16,FIFA_World_Cup_Stadium__Cologne,Cologne,Germany,Switzerland,0,0,Ukraine,Ukraine_win_on_penalties_(0_-_3)_
2006,27.jun.06,17:00,Round_of_16,FIFA_World_Cup_Stadium__Dortmund,Dortmund,Germany,Brazil,3,0,Ghana,
2006,27.jun.06,21:00,Round_of_16,FIFA_World_Cup_Stadium__Hanover,Hanover,Germany,Spain,1,3,France,
2006,30.jun.06,17:00,Quarter-finals,Olympiastadion,Berlin,Germany,Germany,1,1,Argentina,Germany_win_on_penalties_(4_-_2)_
2006,30.jun.06,21:00,Quarter-finals,FIFA_World_Cup_Stadium__Hamburg,Hamburg,Germany,Italy,3,0,Ukraine,
2006,01.jul.06,17:00,Quarter-finals,FIFA_World_Cup_Stadium__Gelsenkirchen,Gelsenkirchen,Germany,England,0,0,Portugal,Portugal_win_on_penalties_(1_-_3)_
2006,01.jul.06,21:00,Quarter-finals,FIFA_World_Cup_Stadium__Frankfurt,Frankfurt/Main,Germany,Brazil,0,1,France,
2006,04.jul.06,21:00,Semi-finals,FIFA_World_Cup_Stadium__Dortmund,Dortmund,Germany,Germany,0,2,Italy,Italy_win_after_extra_time_
2006,05.jul.06,21:00,Semi-finals,FIFA_World_Cup_Stadium__Munich,Munich,Germany,Portugal,0,1,France,
2006,08.jul.06,21:00,Third_place,Gottlieb-Daimler-Stadion,Stuttgart,Germany,Germany,3,1,Portugal,
2006,09.jul.06,20:00,Final,Olympiastadion,Berlin,Germany,Italy,1,1,France,Italy_win_on_penalties_(5_-_3)_
2010,11.jun.10,16:00,Group_A,Soccer_City_Stadium,Johannesburg,South_Africa,South_Africa,1,1,Mexico,
2010,11.jun.10,20:30,Group_A,Cape_Town_Stadium,Cape_Town,South_Africa,Uruguay,0,0,France,
2010,12.jun.10,13:30,Group_B,Port_Elizabeth_Stadium,Nelson_Mandela_Bay/Port_Elizabeth,South_Africa,Korea_Republic,2,0,Greece,
2010,12.jun.10,16:00,Group_B,Ellis_Park_Stadium,Johannesburg,South_Africa,Argentina,1,0,Nigeria,
2010,12.jun.10,20:30,Group_C,Royal_Bafokeng_Sports_Palace,Phokeng,South_Africa,England,1,1,USA,
2010,13.jun.10,13:30,Group_C,Peter_Mokaba_Stadium,Polokwane,South_Africa,Algeria,0,1,Slovenia,
2010,13.jun.10,16:00,Group_D,Loftus_Versfeld_Stadium,Tshwane/Pretoria,South_Africa,Serbia,0,1,Ghana,
2010,13.jun.10,20:30,Group_D,Durban_Stadium,Durban,South_Africa,Germany,4,0,Australia,
2010,14.jun.10,13:30,Group_E,Soccer_City_Stadium,Johannesburg,South_Africa,Netherlands,2,0,Denmark,
2010,14.jun.10,16:00,Group_E,Free_State_Stadium,Mangaung/Bloemfontein,South_Africa,Japan,1,0,Cameroon,
2010,14.jun.10,20:30,Group_F,Cape_Town_Stadium,Cape_Town,South_Africa,Italy,1,1,Paraguay,
2010,15.jun.10,13:30,Group_F,Royal_Bafokeng_Sports_Palace,Phokeng,South_Africa,New_Zealand,1,1,Slovakia,
2010,15.jun.10,16:00,Group_G,Port_Elizabeth_Stadium,Nelson_Mandela_Bay/Port_Elizabeth,South_Africa,C???te_d'Ivoire,0,0,Portugal,
2010,15.jun.10,20:30,Group_G,Ellis_Park_Stadium,Johannesburg,South_Africa,Brazil,2,1,Korea_DPR,
2010,16.jun.10,13:30,Group_H,Mbombela_Stadium,Nelspruit,South_Africa,Honduras,0,1,Chile,
2010,16.jun.10,16:00,Group_H,Durban_Stadium,Durban,South_Africa,Spain,0,1,Switzerland,
2010,16.jun.10,20:30,Group_A,Loftus_Versfeld_Stadium,Tshwane/Pretoria,South_Africa,South_Africa,0,3,Uruguay,
2010,17.jun.10,13:30,Group_B,Soccer_City_Stadium,Johannesburg,South_Africa,Argentina,4,1,Korea_Republic,
2010,17.jun.10,16:00,Group_B,Free_State_Stadium,Mangaung/Bloemfontein,South_Africa,Greece,2,1,Nigeria,
2010,17.jun.10,20:30,Group_A,Peter_Mokaba_Stadium,Polokwane,South_Africa,France,0,2,Mexico,
2010,18.jun.10,13:30,Group_D,Port_Elizabeth_Stadium,Nelson_Mandela_Bay/Port_Elizabeth,South_Africa,Germany,0,1,Serbia,
2010,18.jun.10,16:00,Group_C,Ellis_Park_Stadium,Johannesburg,South_Africa,Slovenia,2,2,USA,
2010,18.jun.10,20:30,Group_C,Cape_Town_Stadium,Cape_Town,South_Africa,England,0,0,Algeria,
2010,19.jun.10,13:30,Group_E,Durban_Stadium,Durban,South_Africa,Netherlands,1,0,Japan,
2010,19.jun.10,16:00,Group_D,Royal_Bafokeng_Sports_Palace,Phokeng,South_Africa,Ghana,1,1,Australia,
2010,19.jun.10,20:30,Group_E,Loftus_Versfeld_Stadium,Tshwane/Pretoria,South_Africa,Cameroon,1,2,Denmark,
2010,20.jun.10,13:30,Group_F,Free_State_Stadium,Mangaung/Bloemfontein,South_Africa,Slovakia,0,2,Paraguay,
2010,20.jun.10,16:00,Group_F,Mbombela_Stadium,Nelspruit,South_Africa,Italy,1,1,New_Zealand,
2010,20.jun.10,20:30,Group_G,Soccer_City_Stadium,Johannesburg,South_Africa,Brazil,3,1,C???te_d'Ivoire,
2010,21.jun.10,13:30,Group_G,Cape_Town_Stadium,Cape_Town,South_Africa,Portugal,7,0,Korea_DPR,
2010,21.jun.10,16:00,Group_H,Port_Elizabeth_Stadium,Nelson_Mandela_Bay/Port_Elizabeth,South_Africa,Chile,1,0,Switzerland,
2010,21.jun.10,20:30,Group_H,Ellis_Park_Stadium,Johannesburg,South_Africa,Spain,2,0,Honduras,
2010,22.jun.10,16:00,Group_A,Royal_Bafokeng_Sports_Palace,Phokeng,South_Africa,Mexico,0,1,Uruguay,
2010,22.jun.10,16:00,Group_A,Free_State_Stadium,Mangaung/Bloemfontein,South_Africa,France,1,2,South_Africa,
2010,22.jun.10,20:30,Group_B,Durban_Stadium,Durban,South_Africa,Nigeria,2,2,Korea_Republic,
2010,22.jun.10,20:30,Group_B,Peter_Mokaba_Stadium,Polokwane,South_Africa,Greece,0,2,Argentina,
2010,23.jun.10,16:00,Group_C,Port_Elizabeth_Stadium,Nelson_Mandela_Bay/Port_Elizabeth,South_Africa,Slovenia,0,1,England,
2010,23.jun.10,16:00,Group_C,Loftus_Versfeld_Stadium,Tshwane/Pretoria,South_Africa,USA,1,0,Algeria,
2010,23.jun.10,20:30,Group_D,Soccer_City_Stadium,Johannesburg,South_Africa,Ghana,0,1,Germany,
2010,23.jun.10,20:30,Group_D,Mbombela_Stadium,Nelspruit,South_Africa,Australia,2,1,Serbia,
2010,24.jun.10,16:00,Group_F,Ellis_Park_Stadium,Johannesburg,South_Africa,Slovakia,3,2,Italy,
2010,24.jun.10,16:00,Group_F,Peter_Mokaba_Stadium,Polokwane,South_Africa,Paraguay,0,0,New_Zealand,
2010,24.jun.10,20:30,Group_E,Royal_Bafokeng_Sports_Palace,Phokeng,South_Africa,Denmark,1,3,Japan,
2010,24.jun.10,20:30,Group_E,Cape_Town_Stadium,Cape_Town,South_Africa,Cameroon,1,2,Netherlands,
2010,25.jun.10,16:00,Group_G,Durban_Stadium,Durban,South_Africa,Portugal,0,0,Brazil,
2010,25.jun.10,16:00,Group_G,Mbombela_Stadium,Nelspruit,South_Africa,Korea_DPR,0,3,C???te_d'Ivoire,
2010,25.jun.10,20:30,Group_H,Loftus_Versfeld_Stadium,Tshwane/Pretoria,South_Africa,Chile,1,2,Spain,
2010,25.jun.10,20:30,Group_H,Free_State_Stadium,Mangaung/Bloemfontein,South_Africa,Switzerland,0,0,Honduras,
2010,26.jun.10,16:00,Round_of_16,Port_Elizabeth_Stadium,Nelson_Mandela_Bay/Port_Elizabeth,South_Africa,Uruguay,2,1,Korea_Republic,
2010,26.jun.10,20:30,Round_of_16,Royal_Bafokeng_Sports_Palace,Phokeng,South_Africa,USA,1,2,Ghana,Ghana_win_after_extra_time_
2010,27.jun.10,16:00,Round_of_16,Free_State_Stadium,Mangaung/Bloemfontein,South_Africa,Germany,4,1,England,
2010,27.jun.10,20:30,Round_of_16,Soccer_City_Stadium,Johannesburg,South_Africa,Argentina,3,1,Mexico,
2010,28.jun.10,16:00,Round_of_16,Durban_Stadium,Durban,South_Africa,Netherlands,2,1,Slovakia,
2010,28.jun.10,20:30,Round_of_16,Ellis_Park_Stadium,Johannesburg,South_Africa,Brazil,3,0,Chile,
2010,29.jun.10,16:00,Round_of_16,Loftus_Versfeld_Stadium,Tshwane/Pretoria,South_Africa,Paraguay,0,0,Japan,Paraguay_win_on_penalties_(5_-_3)_
2010,29.jun.10,20:30,Round_of_16,Cape_Town_Stadium,Cape_Town,South_Africa,Spain,1,0,Portugal,
2010,02.jul.10,16:00,Quarter-finals,Port_Elizabeth_Stadium,Nelson_Mandela_Bay/Port_Elizabeth,South_Africa,Netherlands,2,1,Brazil,
2010,02.jul.10,20:30,Quarter-finals,Soccer_City_Stadium,Johannesburg,South_Africa,Uruguay,1,1,Ghana,Uruguay_win_on_penalties_(4_-_2)_
2010,03.jul.10,16:00,Quarter-finals,Cape_Town_Stadium,Cape_Town,South_Africa,Argentina,0,4,Germany,
2010,03.jul.10,20:30,Quarter-finals,Ellis_Park_Stadium,Johannesburg,South_Africa,Paraguay,0,1,Spain,
2010,06.jul.10,20:30,Semi-finals,Cape_Town_Stadium,Cape_Town,South_Africa,Uruguay,2,3,Netherlands,
2010,07.jul.10,20:30,Semi-finals,Durban_Stadium,Durban,South_Africa,Germany,0,1,Spain,
2010,10.jul.10,20:30,Match_for_third_place,Port_Elizabeth_Stadium,Nelson_Mandela_Bay/Port_Elizabeth,South_Africa,Uruguay,2,3,Germany,
2010,11.jul.10,20:30,Final,Soccer_City_Stadium,Johannesburg,South_Africa,Netherlands,0,1,Spain,Spain_win_after_extra_time_
2014,12.jun.14,17:00,Group_A,Arena_de_Sao_Paulo,Sao_Paulo,Brazil,Brazil,3,1,Croatia,
2014,13.jun.14,13:00,Group_A,Estadio_das_Dunas,Natal,Brazil,Mexico,1,0,Cameroon,
2014,13.jun.14,16:00,Group_B,Arena_Fonte_Nova,Salvador,Brazil,Spain,1,5,Netherlands,
2014,13.jun.14,18:00,Group_B,Arena_Pantanal,Cuiaba,Brazil,Chile,3,1,Australia,
2014,14.jun.14,13:00,Group_C,Estadio_Mineirao,Belo_Horizonte,Brazil,Colombia,3,0,Greece,
2014,14.jun.14,16:00,Group_D,Estadio_Castelao,Fortaleza,Brazil,Uruguay,1,3,Costa_Rica,
2014,14.jun.14,18:00,Group_D,Arena_Amazonia,Manaus,Brazil,England,1,2,Italy,
2014,14.jun.14,22:00,Group_C,Arena_Pernambuco,Recife,Brazil,C???te_d'Ivoire,2,1,Japan,
2014,15.jun.14,13:00,Group_E,Estadio_Nacional,Brasilia,Brazil,Switzerland,2,1,Ecuador,
2014,15.jun.14,16:00,Group_E,Estadio_Beira-Rio,Porto_Alegre,Brazil,France,3,0,Honduras,
2014,15.jun.14,19:00,Group_F,Estadio_do_Maracana,Rio_De_Janeiro,Brazil,Argentina,2,1,Bosnia_and_Herzegovina,
2014,16.jun.14,13:00,Group_G,Arena_Fonte_Nova,Salvador,Brazil,Germany,4,0,Portugal,
2014,16.jun.14,16:00,Group_F,Arena_da_Baixada,Curitiba,Brazil,IR_Iran,0,0,Nigeria,
2014,16.jun.14,19:00,Group_G,Estadio_das_Dunas,Natal,Brazil,Ghana,1,2,USA,
2014,17.jun.14,13:00,Group_H,Estadio_Mineirao,Belo_Horizonte,Brazil,Belgium,2,1,Algeria,
2014,17.jun.14,16:00,Group_A,Estadio_Castelao,Fortaleza,Brazil,Brazil,0,0,Mexico,
2014,17.jun.14,18:00,Group_H,Arena_Pantanal,Cuiaba,Brazil,Russia,1,1,Korea_Republic,
2014,18.jun.14,13:00,Group_B,Estadio_Beira-Rio,Porto_Alegre,Brazil,Australia,2,3,Netherlands,
2014,18.jun.14,16:00,Group_B,Estadio_do_Maracana,Rio_De_Janeiro,Brazil,Spain,0,2,Chile,
2014,18.jun.14,18:00,Group_A,Arena_Amazonia,Manaus,Brazil,Cameroon,0,4,Croatia,
2014,19.jun.14,13:00,Group_C,Estadio_Nacional,Brasilia,Brazil,Colombia,2,1,C???te_d'Ivoire,
2014,19.jun.14,16:00,Group_D,Arena_de_Sao_Paulo,Sao_Paulo,Brazil,Uruguay,2,1,England,
2014,19.jun.14,19:00,Group_C,Estadio_das_Dunas,Natal,Brazil,Japan,0,0,Greece,
2014,20.jun.14,13:00,Group_D,Arena_Pernambuco,Recife,Brazil,Italy,0,1,Costa_Rica,
2014,20.jun.14,16:00,Group_E,Arena_Fonte_Nova,Salvador,Brazil,Switzerland,2,5,France,
2014,20.jun.14,19:00,Group_E,Arena_da_Baixada,Curitiba,Brazil,Honduras,1,2,Ecuador,
2014,21.jun.14,13:00,Group_F,Estadio_Mineirao,Belo_Horizonte,Brazil,Argentina,1,0,IR_Iran,
2014,21.jun.14,16:00,Group_G,Estadio_Castelao,Fortaleza,Brazil,Germany,2,2,Ghana,
2014,21.jun.14,18:00,Group_F,Arena_Pantanal,Cuiaba,Brazil,Nigeria,1,0,Bosnia_and_Herzegovina,
2014,22.jun.14,13:00,Group_H,Estadio_do_Maracana,Rio_De_Janeiro,Brazil,Belgium,1,0,Russia,
2014,22.jun.14,16:00,Group_H,Estadio_Beira-Rio,Porto_Alegre,Brazil,Korea_Republic,2,4,Algeria,
2014,22.jun.14,18:00,Group_G,Arena_Amazonia,Manaus,Brazil,USA,2,2,Portugal,
2014,23.jun.14,13:00,Group_B,Arena_da_Baixada,Curitiba,Brazil,Australia,0,3,Spain,
2014,23.jun.14,13:00,Group_B,Arena_de_Sao_Paulo,Sao_Paulo,Brazil,Netherlands,2,0,Chile,
2014,23.jun.14,17:00,Group_A,Estadio_Nacional,Brasilia,Brazil,Cameroon,1,4,Brazil,
2014,23.jun.14,17:00,Group_A,Arena_Pernambuco,Recife,Brazil,Croatia,1,3,Mexico,
2014,24.jun.14,13:00,Group_D,Estadio_das_Dunas,Natal,Brazil,Italy,0,1,Uruguay,
2014,24.jun.14,13:00,Group_D,Estadio_Mineirao,Belo_Horizonte,Brazil,Costa_Rica,0,0,England,
2014,24.jun.14,16:00,Group_C,Arena_Pantanal,Cuiaba,Brazil,Japan,1,4,Colombia,
2014,24.jun.14,17:00,Group_C,Estadio_Castelao,Fortaleza,Brazil,Greece,2,1,C???te_d'Ivoire,
2014,25.jun.14,13:00,Group_F,Estadio_Beira-Rio,Porto_Alegre,Brazil,Nigeria,2,3,Argentina,
2014,25.jun.14,13:00,Group_F,Arena_Fonte_Nova,Salvador,Brazil,Bosnia_and_Herzegovina,3,1,IR_Iran,
2014,25.jun.14,16:00,Group_E,Arena_Amazonia,Manaus,Brazil,Honduras,0,3,Switzerland,
2014,25.jun.14,17:00,Group_E,Estadio_do_Maracana,Rio_De_Janeiro,Brazil,Ecuador,0,0,France,
2014,26.jun.14,13:00,Group_G,Arena_Pernambuco,Recife,Brazil,USA,0,1,Germany,
2014,26.jun.14,13:00,Group_G,Estadio_Nacional,Brasilia,Brazil,Portugal,2,1,Ghana,
2014,26.jun.14,17:00,Group_H,Arena_de_Sao_Paulo,Sao_Paulo,Brazil,Korea_Republic,0,1,Belgium,
2014,26.jun.14,17:00,Group_H,Arena_da_Baixada,Curitiba,Brazil,Algeria,1,1,Russia,
2014,28.jun.14,13:00,Round_of_16,Estadio_Mineirao,Belo_Horizonte,Brazil,Brazil,1,1,Chile,Brazil_win_on_penalties_(3_-_2)_
2014,28.jun.14,17:00,Round_of_16,Estadio_do_Maracana,Rio_De_Janeiro,Brazil,Colombia,2,0,Uruguay,
2014,30.jun.14,13:00,Round_of_16,Estadio_Nacional,Brasilia,Brazil,France,2,0,Nigeria,
2014,30.jun.14,17:00,Round_of_16,Estadio_Beira-Rio,Porto_Alegre,Brazil,Germany,2,1,Algeria,Germany_win_after_extra_time_
2014,04.jul.14,17:00,Quarter-finals,Estadio_Castelao,Fortaleza,Brazil,Brazil,2,1,Colombia,
2014,04.jul.14,13:00,Quarter-finals,Estadio_do_Maracana,Rio_De_Janeiro,Brazil,France,0,1,Germany,
2014,08.jul.14,17:00,Semi-finals,Estadio_Mineirao,Belo_Horizonte,Brazil,Brazil,1,7,Germany,
2014,12.jul.14,17:00,Play-off_for_third_place,Estadio_Nacional,Brasilia,Brazil,Brazil,0,3,Netherlands,
2014,13.jul.14,16:00,Final,Estadio_do_Maracana,Rio_De_Janeiro,Brazil,Germany,1,0,Argentina,Germany_win_after_extra_time_
2014,09.jul.14,17:00,Semi-finals,Arena_de_Sao_Paulo,Sao_Paulo,Brazil,Netherlands,0,0,Argentina,Argentina_win_on_penalties_(2_-_4)_
2014,05.jul.14,17:00,Quarter-finals,Arena_Fonte_Nova,Salvador,Brazil,Netherlands,0,0,Costa_Rica,Netherlands_win_on_penalties_(4_-_3)_
2014,05.jul.14,13:00,Quarter-finals,Estadio_Nacional,Brasilia,Brazil,Argentina,1,0,Belgium,
2014,29.jun.14,13:00,Round_of_16,Estadio_Castelao,Fortaleza,Brazil,Netherlands,2,1,Mexico,
2014,29.jun.14,17:00,Round_of_16,Arena_Pernambuco,Recife,Brazil,Costa_Rica,1,1,Greece,Costa_Rica_win_on_penalties_(5_-_3)_
2014,01.jul.14,13:00,Round_of_16,Arena_de_Sao_Paulo,Sao_Paulo,Brazil,Argentina,1,0,Switzerland,Argentina_win_after_extra_time_
2014,01.jul.14,17:00,Round_of_16,Arena_Fonte_Nova,Salvador,Brazil,Belgium,2,1,USA,Belgium_win_after_extra_time_
2014,28.jun.14,13:00,Round_of_16,Estadio_Mineirao,Belo_Horizonte,Brazil,Brazil,1,1,Chile,Brazil_win_on_penalties_(3_-_2)_
2014,28.jun.14,17:00,Round_of_16,Estadio_do_Maracana,Rio_De_Janeiro,Brazil,Colombia,2,0,Uruguay,
2014,29.jun.14,13:00,Round_of_16,Estadio_Castelao,Fortaleza,Brazil,Netherlands,2,1,Mexico,
2014,29.jun.14,17:00,Round_of_16,Arena_Pernambuco,Recife,Brazil,Costa_Rica,1,1,Greece,Costa_Rica_win_on_penalties_(5_-_3)_
2014,30.jun.14,13:00,Round_of_16,Estadio_Nacional,Brasilia,Brazil,France,2,0,Nigeria,
2014,30.jun.14,17:00,Round_of_16,Estadio_Beira-Rio,Porto_Alegre,Brazil,Germany,2,1,Algeria,Germany_win_after_extra_time_
2014,01.jul.14,13:00,Round_of_16,Arena_de_Sao_Paulo,Sao_Paulo,Brazil,Argentina,1,0,Switzerland,Argentina_win_after_extra_time_
2014,01.jul.14,17:00,Round_of_16,Arena_Fonte_Nova,Salvador,Brazil,Belgium,2,1,USA,Belgium_win_after_extra_time_
2014,04.jul.14,13:00,Quarter-finals,Estadio_do_Maracana,Rio_De_Janeiro,Brazil,France,0,1,Germany,
2014,04.jul.14,17:00,Quarter-finals,Estadio_Castelao,Fortaleza,Brazil,Brazil,2,1,Colombia,
2014,05.jul.14,13:00,Quarter-finals,Estadio_Nacional,Brasilia,Brazil,Argentina,1,0,Belgium,
2014,05.jul.14,17:00,Quarter-finals,Arena_Fonte_Nova,Salvador,Brazil,Netherlands,0,0,Costa_Rica,Netherlands_win_on_penalties_(4_-_3)_
2014,08.jul.14,17:00,Semi-finals,Estadio_Mineirao,Belo_Horizonte,Brazil,Brazil,1,7,Germany,
2014,09.jul.14,17:00,Semi-finals,Arena_de_Sao_Paulo,Sao_Paulo,Brazil,Netherlands,0,0,Argentina,Argentina_win_on_penalties_(2_-_4)_
2014,12.jul.14,17:00,Play-off_for_third_place,Estadio_Nacional,Brasilia,Brazil,Brazil,0,3,Netherlands,
2014,13.jul.14,16:00,Final,Estadio_do_Maracana,Rio_De_Janeiro,Brazil,Germany,1,0,Argentina,Germany_win_after_extra_time